h,n,annuli,L,U,switch_width,margin_from_previous
836,1672,6,89664766761153,236768533537295,12672515567,145664482228908
837,1674,6,90175458469216,238215167789148,12672515567,146593075068080
838,1676,6,90688149682055,239669180346071,12672515567,147527018107094
839,1678,6,91202845382282,241130599882898,12672515567,148466334963790
840,1680,6,91719550558467,242599455148941,12672515567,149411049324432
841,1682,6,92238270205138,244075774968086,12672515567,150361184943804
842,1684,6,92759009322781,245559588238889,12672515567,151316765645306
843,1686,6,93281772917840,247050923934672,12672515567,152277815321050
844,1688,6,93806566002717,248549811103619,12672515567,153244357931956
845,1690,6,94333393595772,250056278868872,12672515567,154216417507848
846,1692,6,94862260721323,251570356428627,12672515567,155194018147550
847,1694,6,95393172409646,253092073056230,12672515567,156177184018982
848,1696,6,95926133696975,254621458100273,12672515567,157165939359256
849,1698,6,96461149625502,256158540984690,12672515567,158160308474772
850,1700,6,96998225243377,257703351208853,12672515567,159160315741314
851,1702,6,97537365604708,259255918347668,12672515567,160165985604146
852,1704,6,98078575769561,260816272051671,12672515567,161177342578108
853,1706,6,98621860803960,262384442047124,12672515567,162194411247712
854,1708,6,99167225779887,263960458136111,12672515567,163217216267238
855,1710,6,99714675775282,265544350196634,12672515567,164245782360830
856,1712,6,100264215874043,267136148182709,12672515567,165280134322592
857,1714,6,100815851166026,268735882124462,12672515567,166320297016684
858,1716,6,101369586747045,270343582128225,12672515567,167366295377418
859,1718,6,101925427718872,271959278376632,12672515567,168418154409354
860,1720,6,102483379189237,273583001128715,12672515567,169475899187396
861,1722,6,103043446271828,275214780720000,12672515567,170539554856888
862,1724,6,103605634086291,276854647562603,12672515567,171609146633710
863,1726,6,104169947758230,278502632145326,12672515567,172684699804374
864,1728,6,104736392419207,280158765033753,12672515567,173766239726120
865,1730,6,105304973206742,281823076870346,12672515567,174853791827012
866,1732,6,105875695264313,283495598374541,12672515567,175947381606034
867,1734,6,106448563741356,285176360342844,12672515567,177047034633186
868,1736,6,107023583793265,286865393648927,12672515567,178152776549580
869,1738,6,107600760581392,288562729243724,12672515567,179264633067536
870,1740,6,108180099273047,290268398155527,12672515567,180382629970678
871,1742,6,108761605041498,291982431490082,12672515567,181506793114030
872,1744,6,109345283065971,293704860430685,12672515567,182637148424112
873,1746,6,109931138531650,295435716238278,12672515567,183773721899036
874,1748,6,110519176629677,297175030251545,12672515567,184916539608602
875,1750,6,111109402557152,298922833887008,12672515567,186065627694394
876,1752,6,111701821517133,300679158639123,12672515567,187221012369876
877,1754,6,112296438718636,302444036080376,12672515567,188382719920488
878,1756,6,112893259376635,304217497861379,12672515567,189550776703742
879,1758,6,113492288712062,305999575710966,12672515567,190725209149318
880,1760,6,114093531951807,307790301436289,12672515567,191906043759160
881,1762,6,114696994328718,309589706922914,12672515567,193093307107572
882,1764,6,115302681081601,311397824134917,12672515567,194287025841314
883,1766,6,115910597455220,313214685114980,12672515567,195487226679698
884,1768,6,116520748700297,315040321984487,12672515567,196693936414684
885,1770,6,117133140073512,316874766943620,12672515567,197907181910976
886,1772,6,117747776837503,318718052271455,12672515567,199126990106118
887,1774,6,118364664260866,320570210326058,12672515567,200353388010590
888,1776,6,118983807618155,322431273544581,12672515567,201586402707904
889,1778,6,119605212189882,324301274443358,12672515567,202826061354700
890,1780,6,120228883262517,326180245618001,12672515567,204072391180842
891,1782,6,120854826128488,328068219743496,12672515567,205325419489514
892,1784,6,121483046086181,329965229574299,12672515567,206585173657316
893,1786,6,122113548439940,331871307944432,12672515567,207851681134360
894,1788,6,122746338500067,333786487767579,12672515567,209124969444366
895,1790,6,123381421582822,335710802037182,12672515567,210405066184758
896,1792,6,124018803010423,337644283826537,12672515567,211691999026760
897,1794,6,124658488111046,339586966288890,12672515567,212985795715492
898,1796,6,125300482218825,341538882657533,12672515567,214286484070066
899,1798,6,125944790673852,343500066245900,12672515567,215594091983682
900,1800,6,126591418822177,345470550447663,12672515567,216908647423724
901,1802,6,127240372015808,347450368736828,12672515567,218230178431856
902,1804,6,127891655612711,349439554667831,12672515567,219558713124118
903,1806,6,128545274976810,351438141875634,12672515567,220894279691022
904,1808,6,129201235477987,353446164075821,12672515567,222236906397648
905,1810,6,129859542492082,355463655064694,12672515567,223586621583740
906,1812,6,130520201400893,357490648719369,12672515567,224943453663802
907,1814,6,131183217592176,359527178997872,12672515567,226307431127194
908,1816,6,131848596459645,361573279939235,12672515567,227678582538228
909,1818,6,132516343402972,363628985663592,12672515567,229056936536264
910,1820,6,133186463827787,365694330372275,12672515567,230442521835806
911,1822,6,133858963145678,367769348347910,12672515567,231835367226598
912,1824,6,134533846774191,369854073954513,12672515567,233235501573720
913,1826,6,135211120136830,371948541637586,12672515567,234642953817684
914,1828,6,135890788663057,374052785924213,12672515567,236057752974530
915,1830,6,136572857788292,376166841423156,12672515567,237479928135922
916,1832,6,137257332953913,378290742824951,12672515567,238909508469244
917,1834,6,137944219607256,380424524902004,12672515567,240346523217696
918,1836,6,138633523201615,382568222508687,12672515567,241791001700390
919,1838,6,139325249196242,384721870581434,12672515567,243242973312446
920,1840,6,140019403056347,386885504138837,12672515567,244702467525088
921,1842,6,140715990253098,389059158281742,12672515567,246169513885740
922,1844,6,141415016263621,391242868193345,12672515567,247644142018122
923,1846,6,142116486571000,393436669139288,12672515567,249126381622346
924,1848,6,142820406664277,395640596467755,12672515567,250616262475012
925,1850,6,143526782038452,397854685609568,12672515567,252113814429304
926,1852,6,144235618194483,400078972078283,12672515567,253619067415086
927,1854,6,144946920639286,402313491470286,12672515567,255132051438998
928,1856,6,145660694885735,404558279464889,12672515567,256652796584552
929,1858,6,146376946452662,406813371824426,12672515567,258181333012228
930,1860,6,147095680864857,409078804394349,12672515567,259717690959570
931,1862,6,147816903653068,411354613103324,12672515567,261261900741282
932,1864,6,148540620354001,413640833963327,12672515567,262813992749324
933,1866,6,149266836510320,415937503069740,12672515567,264373997453008
934,1868,6,149995557670647,418244656601447,12672515567,265941945399094
935,1870,6,150726789389562,420562330820930,12672515567,267517867211886
936,1872,6,151460537227603,422890562074365,12672515567,269101793593328
937,1874,6,152196806751266,425229386791718,12672515567,270693755323100
938,1876,6,152935603533005,427578841486841,12672515567,272293783258714
939,1878,6,153676933151232,429938962757568,12672515567,273901908335610
940,1880,6,154420801190317,432309787285811,12672515567,275518161567252
941,1882,6,155167213240588,434691351837656,12672515567,277142574045224
942,1884,6,155916174898331,437083693263459,12672515567,278775176939326
943,1886,6,156667691765790,439486848497942,12672515567,280416001497670
944,1888,6,157421769451167,441900854560289,12672515567,282065079046776
945,1890,6,158178413568622,444325748554242,12672515567,283722440991668
946,1892,6,158937629738273,446761567668197,12672515567,285388118815970
947,1894,6,159699423586196,449208349175300,12672515567,287062144082002
948,1896,6,160463800744425,451666130433543,12672515567,288744548430876
949,1898,6,161230766850952,454134948885860,12672515567,290435363582592
950,1900,6,162000327549727,456614842060223,12672515567,292134621336134
951,1902,6,162772488490658,459105847569738,12672515567,293842353569566
952,1904,6,163547255329611,461608003112741,12672515567,295558592240128
953,1906,6,164324633728410,464121346472894,12672515567,297283369384332
954,1908,6,165104629354837,466645915519281,12672515567,299016717118058
955,1910,6,165887247882632,469181748206504,12672515567,300758667636650
956,1912,6,166672494991493,471728882574779,12672515567,302509253215012
957,1914,6,167460376367076,474287356750032,12672515567,304268506207704
958,1916,6,168250897700995,476857208943995,12672515567,306036459049038
959,1918,6,169044064690822,479438477454302,12672515567,307813144253174
960,1920,6,169839883040087,482031200664585,12672515567,309598594414216
961,1922,6,170638358458278,484635417044570,12672515567,311392842206308
962,1924,6,171439496660841,487251165150173,12672515567,313195920383730
963,1926,6,172243303369180,489878483623596,12672515567,315007861780994
964,1928,6,173049784310657,492517411193423,12672515567,316828699312940
965,1930,6,173858945218592,495167986674716,12672515567,318658465974832
966,1932,6,174670791832263,497830248969111,12672515567,320497194842454
967,1934,6,175485329896906,500504237064914,12672515567,322344919072206
968,1936,6,176302565163715,503189990037197,12672515567,324201671901200
969,1938,6,177122503389842,505887547047894,12672515567,326067486647356
970,1940,6,177945150338397,508596947345897,12672515567,327942396709498
971,1942,6,178770511778448,511318230267152,12672515567,329826435567450
972,1944,6,179598593485021,514051435234755,12672515567,331719636782132
973,1946,6,180429401239100,516796601759048,12672515567,333622033995656
974,1948,6,181262940827627,519553769437715,12672515567,335533660931422
975,1950,6,182099218043502,522322977955878,12672515567,337454551394214
976,1952,6,182938238685583,525104267086193,12672515567,339384739270296
977,1954,6,183780008558686,527897676688946,12672515567,341324258527508
978,1956,6,184624533473585,530703246712149,12672515567,343273143215362
979,1958,6,185471819247012,533521017191636,12672515567,345231427465138
980,1960,6,186321871701657,536351028251159,12672515567,347199145489980
981,1962,6,187174696666168,539193320102484,12672515567,349176331584992
982,1964,6,188030299975151,542047933045487,12672515567,351163020127334
983,1966,6,188888687469170,544914907468250,12672515567,353159245576318
984,1968,6,189749864994747,547794283847157,12672515567,355165042473504
985,1970,6,190613838404362,550686102746990,12672515567,357180445442796
986,1972,6,191480613556453,553590404821025,12672515567,359205489190538
987,1974,6,192350196315416,556507230811128,12672515567,361240208505610
988,1976,6,193222592551605,559436621547851,12672515567,363284638259524
989,1978,6,194097808141332,562378617950528,12672515567,365338813406520
990,1980,6,194975848966867,565333261027371,12672515567,367402768983662
991,1982,6,195856720916438,568300591875566,12672515567,369476540110934
992,1984,6,196740429884231,571280651681369,12672515567,371560161991336
993,1986,6,197626981770390,574273481720202,12672515567,373653669910980
994,1988,6,198516382481017,577279123356749,12672515567,375757099239186
995,1990,6,199408637928172,580297618045052,12672515567,377870485428578
996,1992,6,200303754029873,583329007328607,12672515567,379993864015180
997,1994,6,201201736710096,586373332840460,12672515567,382127270618512
998,1996,6,202102591898775,589430636303303,12672515567,384270740941686
999,1998,6,203006325531802,592500959529570,12672515567,386424310771502
1000,2000,6,203912943551027,595584344421533,12672515567,388588015978544
1001,2002,6,204822451904258,598680832971398,12672515567,390761892517276
1002,2004,6,205734856545261,601790467261401,12672515567,392945976426138
1003,2006,6,206650163433760,604913289463904,12672515567,395140303827642
1004,2008,6,207568378535437,608049341841491,12672515567,397344910928468
1005,2010,6,208489507821932,611198666747064,12672515567,399559834019560
1006,2012,6,209413557270843,614361306623939,12672515567,401785109476222
1007,2014,6,210340532865726,617537304005942,12672515567,404020773758214
1008,2016,6,211270440596095,620726701517505,12672515567,406266863409848
1009,2018,6,212203286457422,623929541873762,12672515567,408523415060084
1010,2020,6,213139076451137,627145867880645,12672515567,410790465422626
1011,2022,6,214077816584628,630375722434980,12672515567,413068051296018
1012,2024,6,215019512871241,633619148524583,12672515567,415356209563740
1013,2026,6,215964171330280,636876189228356,12672515567,417654977194304
1014,2028,6,216911797987007,640146887716383,12672515567,419964391241350
1015,2030,6,217862398872642,643431287250026,12672515567,422284488843742
1016,2032,6,218815980024363,646729431182021,12672515567,424615307225664
1017,2034,6,219772547485306,650041362956574,12672515567,426956883696716
1018,2036,6,220732107304565,653367126109457,12672515567,429309255652010
1019,2038,6,221694665537192,656706764268104,12672515567,431672460572266
1020,2040,6,222660228244197,660060321151707,12672515567,434046536023908
1021,2042,6,223628801492548,663427840571312,12672515567,436431519659160
1022,2044,6,224600391355171,666809366429915,12672515567,438827449216142
1023,2046,6,225575003910950,670204942722558,12672515567,441234362518966
1024,2048,6,226552645244727,673614613536425,12672515567,443652297477832
1025,2050,6,227533321447302,677038423050938,12672515567,446081292089124
1026,2052,6,228517038615433,680476415537853,12672515567,448521384435506
1027,2054,6,229503802851836,683928635361356,12672515567,450972612686018
1028,2056,6,230493620265185,687395126978159,12672515567,453435015096172
1029,2058,6,231486496970112,690875934937596,12672515567,455908630008048
1030,2060,6,232482439087207,694371103881719,12672515567,458393495850390
1031,2062,6,233481452743018,697880678545394,12672515567,460889651138702
1032,2064,6,234483544070051,701404703756397,12672515567,463397134475344
1033,2066,6,235488719206770,704943224435510,12672515567,465915984549628
1034,2068,6,236496984297597,708496285596617,12672515567,468446240137914
1035,2070,6,237508345492912,712063932346800,12672515567,470987940103706
1036,2072,6,238522808949053,715646209886435,12672515567,473541123397748
1037,2074,6,239540380828316,719243163509288,12672515567,476105829058120
1038,2076,6,240561067298955,722854838602611,12672515567,478682096210334
1039,2078,6,241584874535182,726481280647238,12672515567,481269964067430
1040,2080,6,242611808717167,730122535217681,12672515567,483869471930072
1041,2082,6,243641876031038,733778647982226,12672515567,486480659186644
1042,2084,6,244675082668881,737449664703029,12672515567,489103565313346
1043,2086,6,245711434828740,741135631236212,12672515567,491738229874290
1044,2088,6,246750938714617,744836593531959,12672515567,494384692521596
1045,2090,6,247793600536472,748552597634612,12672515567,497042992995488
1046,2092,6,248839426510223,752283689682767,12672515567,499713171124390
1047,2094,6,249888422857746,756029915909370,12672515567,502395266825022
1048,2096,6,250940595806875,759791322641813,12672515567,505089320102496
1049,2098,6,251995951591402,763567956302030,12672515567,507795371050412
1050,2100,6,253054496451077,767359863406593,12672515567,510513459850954
1051,2102,6,254116236631608,771167090566808,12672515567,513243626774986
1052,2104,6,255181178384661,774989684488811,12672515567,515985912182148
1053,2106,6,256249327967860,778827691973664,12672515567,518740356520952
1054,2108,6,257320691644787,782681159917451,12672515567,521507000328878
1055,2110,6,258395275684982,786550135311374,12672515567,524285884232470
1056,2112,6,259473086363943,790434665241849,12672515567,527077048947432
1057,2114,6,260554129963126,794334796890602,12672515567,529880535278724
1058,2116,6,261638412769945,798250577534765,12672515567,532696384120658
1059,2118,6,262725941077772,802182054546972,12672515567,535524636456994
1060,2120,6,263816721185937,806129275395455,12672515567,538365333361036
1061,2122,6,264910759399728,810092287644140,12672515567,541218515995728
1062,2124,6,266008062030391,814071138952743,12672515567,544084225613750
1063,2126,6,267108635395130,818065877076866,12672515567,546962503557614
1064,2128,6,268212485817107,822076549868093,12672515567,549853391259760
1065,2130,6,269319619625442,826103205274086,12672515567,552756930242652
1066,2132,6,270430043155213,830145891338681,12672515567,555673162118874
1067,2134,6,271543762747456,834204656201984,12672515567,558602128591226
1068,2136,6,272660784749165,838279548100467,12672515567,561543871452820
1069,2138,6,273781115513292,842370615367064,12672515567,564498432587176
1070,2140,6,274904761398747,846477906431267,12672515567,567465853968318
1071,2142,6,276031728770398,850601469819222,12672515567,570446177660870
1072,2144,6,277162023999071,854741354153825,12672515567,573439445820152
1073,2146,6,278295653461550,858897608154818,12672515567,576445700692276
1074,2148,6,279432623540577,863070280638885,12672515567,579464984614242
1075,2150,6,280572940624852,867259420519748,12672515567,582497340014034
1076,2152,6,281716611109033,871465076808263,12672515567,585542809410716
1077,2154,6,282863641393736,875687298612516,12672515567,588601435414528
1078,2156,6,284014037885535,879926135137919,12672515567,591673260726982
1079,2158,6,285167806996962,884181635687306,12672515567,594758328140958
1080,2160,6,286324955146507,888453849661029,12672515567,597856680540800
1081,2162,6,287485488758618,892742826557054,12672515567,600968360902412
1082,2164,6,288649414263701,897048615971057,12672515567,604093412293354
1083,2166,6,289816738098120,901371267596520,12672515567,607231877872938
1084,2168,6,290987466704197,905710831224827,12672515567,610383800892324
1085,2170,6,292161606530212,910067356745360,12672515567,613549224694616
1086,2172,6,293339164030403,914440894145595,12672515567,616728192714958
1087,2174,6,294520145664966,918831493511198,12672515567,619920748480630
1088,2176,6,295704557900055,923239205026121,12672515567,623126935611144
1089,2178,6,296892407207782,927664078972698,12672515567,626346797818340
1090,2180,6,298083700066217,932106165731741,12672515567,629580378906482
1091,2182,6,299278442959388,936565515782636,12672515567,632827722772354
1092,2184,6,300476642377281,941042179703439,12672515567,636088873405356
1093,2186,6,301678304815840,945536208170972,12672515567,639363874887600
1094,2188,6,302883436776967,950047651960919,12672515567,642652771394006
1095,2190,6,304092044768522,954576561947922,12672515567,645955607192398
1096,2192,6,305304135304323,959122989105677,12672515567,649272426643600
1097,2194,6,306519714904146,963686984507030,12672515567,652603274201532
1098,2196,6,307738790093725,968268599324073,12672515567,655948194413306
1099,2198,6,308961367404752,972867884828240,12672515567,659307231919322
1100,2200,6,310187453374877,977484892390403,12672515567,662680431453364
1101,2202,6,311417054547708,982119673480968,12672515567,666067837842696
1102,2204,6,312650177472811,986772279669971,12672515567,669469496008158
1103,2206,6,313886828705710,991442762627174,12672515567,672885450964262
1104,2208,6,315127014807887,996131174122161,12672515567,676315747819288
1105,2210,6,316370742346782,1000837566024434,12672515567,679760431775380
1106,2212,6,317618017895793,1005561990303509,12672515567,683219548128642
1107,2214,6,318868848034276,1010304499029012,12672515567,686693142269234
1108,2216,6,320123239347545,1015065144370775,12672515567,690181259681468
1109,2218,6,321381198426872,1019843978598932,12672515567,693683945943904
1110,2220,6,322642731869487,1024641054084015,12672515567,697201246729446
1111,2222,6,323907846278578,1029456423297050,12672515567,700733207805438
1112,2224,6,325176548263291,1034290138809653,12672515567,704279875033760
1113,2226,6,326448844438730,1039142253294126,12672515567,707841294370924
1114,2228,6,327724741425957,1044012819523553,12672515567,711417511868170
1115,2230,6,329004245851992,1048901890371896,12672515567,715008573671562
1116,2232,6,330287364349813,1053809518814091,12672515567,718614526022084
1117,2234,6,331574103558356,1058735757926144,12672515567,722235415255736
1118,2236,6,332864470122515,1063680660885227,12672515567,725871287803630
1119,2238,6,334158470693142,1068644280969774,12672515567,729522190192086
1120,2240,6,335456111927047,1073626671559577,12672515567,733188169042728
1121,2242,6,336757400486998,1078627886135882,12672515567,736869271072580
1122,2244,6,338062343041721,1083647978281485,12672515567,740565543094162
1123,2246,6,339370946265900,1088687001680828,12672515567,744277032015586
1124,2248,6,340683216840177,1093745010120095,12672515567,748003784840652
1125,2250,6,341999161451152,1098822057487308,12672515567,751745848668944
1126,2252,6,343318786791383,1103918197772423,12672515567,755503270695926
1127,2254,6,344642099559386,1109033485067426,12672515567,759276098213038
1128,2256,6,345969106459635,1114167973566429,12672515567,763064378607792
1129,2258,6,347299814202562,1119321717565766,12672515567,766868159363868
1130,2260,6,348634229504557,1124494771464089,12672515567,770687488061210
1131,2262,6,349972359087968,1129687189762464,12672515567,774522412376122
1132,2264,6,351314209681101,1134899027064467,12672515567,778372980081364
1133,2266,6,352659788018220,1140130338076280,12672515567,782239239046248
1134,2268,6,354009100839547,1145381177606787,12672515567,786121237236734
1135,2270,6,355362154891262,1150651600567670,12672515567,790019022715526
1136,2272,6,356718956925503,1155941661973505,12672515567,793932643642168
1137,2274,6,358079513700366,1161251416941858,12672515567,797862148273140
1138,2276,6,359443831979905,1166580920693381,12672515567,801807584961954
1139,2278,6,360811918534132,1171930228551908,12672515567,805769002159250
1140,2280,6,362183780139017,1177299395944551,12672515567,809746448412892
1141,2282,6,363559423576488,1182688478401796,12672515567,813739972368064
1142,2284,6,364938855634431,1188097531557599,12672515567,817749622767366
1143,2286,6,366322083106690,1193526611149482,12672515567,821775448450910
1144,2288,6,367709112793067,1198975773018629,12672515567,825817498356416
1145,2290,6,369099951499322,1204445073109982,12672515567,829875821519308
1146,2292,6,370494606037173,1209934567472337,12672515567,833950467072810
1147,2294,6,371893083224296,1215444312258440,12672515567,838041484248042
1148,2296,6,373295389884325,1220974363725083,12672515567,842148922374116
1149,2298,6,374701532846852,1226524778233200,12672515567,846272830878232
1150,2300,6,376111518947427,1232095612247963,12672515567,850413259285774
1151,2302,6,377525355027558,1237686922338878,12672515567,854570257220406
1152,2304,6,378943047934711,1243298765179881,12672515567,858743874404168
1153,2306,6,380364604522310,1248931197549434,12672515567,862934160657572
1154,2308,6,381790031649737,1254584276330621,12672515567,867141165899698
1155,2310,6,383219336182332,1260258058511244,12672515567,871364940148290
1156,2312,6,384652524991393,1265952601183919,12672515567,875605533519852
1157,2314,6,386089604954176,1271667961546172,12672515567,879862996229744
1158,2316,6,387530582953895,1277404196900535,12672515567,884137378592278
1159,2318,6,388975465879722,1283161364654642,12672515567,888428731020814
1160,2320,6,390424260626787,1288939522321325,12672515567,892737104027856
1161,2322,6,391876974096178,1294738727518710,12672515567,897062548225148
1162,2324,6,393333613194941,1300559037970313,12672515567,901405114323770
1163,2326,6,394794184836080,1306400511505136,12672515567,905764853134234
1164,2328,6,396258695938557,1312263206057763,12672515567,910141815566580
1165,2330,6,397727153427292,1318147179668456,12672515567,914536052630472
1166,2332,6,399199564233163,1324052490483251,12672515567,918947615435294
1167,2334,6,400675935293006,1329979196754054,12672515567,923376555190246
1168,2336,6,402156273549615,1335927356838737,12672515567,927822923204440
1169,2338,6,403640585951742,1341897029201234,12672515567,932286770886996
1170,2340,6,405128879454097,1347888272411637,12672515567,936768149747138
1171,2342,6,406621161017348,1353901145146292,12672515567,941267111394290
